번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자,
"12293","위니를 찾아서","린지 매틱 글;소피 블래콜 그림;정성회 옮김","미디어창비","2017","9791186621097","","7","","843","1","10","2018-03-26",
"12294","행운이와 오복이","김중미 글;한지선 그림","책읽는곰","2018","9791158360771","","7","","813.8","1","1","2018-03-26",
"12295","수박이 먹고 싶으면","김장성 글;유리 그림","이야기꽃","2017","9788998751234","","7","","813.8","1","9","2018-03-26",
"12296","나이테 기행:우리 땅 나무들의 비밀 이야기","안승희 글·그림","이미지프레임","2016","9788960523395","","0","","481.508","1","1","2018-03-26",
"12297","우물쭈물해도 괜찮아!","오노데라 에츠코 글;키쿠치 치키 그림;엄혜숙 옮김","주니어김영사","2017","9788934977957","","7","","833.8","1","2","2018-03-26",
"12298","찾았다, 곰돌이!","줄리아 도널드슨 글;레베카 콥 그림;엄혜숙 옮김","상상스쿨","2017","9788993702927","","7","","843","1","1","2018-03-26",
"12299","꼭 잡아, 꼭!","송선옥 글·그림","키다리","2018","9791157851836","","7","3","375.1","1","12","2018-03-26",
"12300","지구를 지켰다!","초등학교 65명 아이들 지음;전국초등국어교과모임 엮음;허구 그림","휴먼어린이","2017","9788965912965","","7","","810.82","1","0","2018-03-26",
"12301","태양이 뀐 방귀","하이타니 겐지로 쓰고 엮음;안미연 옮김","양철북","2016","9788963722184","","7","","831","1","0","2018-03-26",
"12302","외뿔고래의 슬픈 노래","김진 글;이주미 그림","키즈엠","2016","9788967497286","","7","","539","1","6","2018-03-26",
"12303","그랬구나","김금향 글;정진호 그림","키즈엠","2017","9788967498511","","7","","813.8","1","20","2018-03-26",
"12304","코코의 리틀 블랙 드레스","안너마리 반 해링언 글·그림;신석순 옮김","톡","2016","9788961556491","","7","","859.3","1","1","2018-03-26",
"12305","내 꿈이 어때서!","초등학교 62명 아이들 지음;전국초등국어교과모임 엮음;허구 그림","휴먼어린이","2017","9788965912958","","7","","810.82","1","3","2018-03-26",
"12306","희망의 목장","모리 에토 글;요시다 히사노리 그림;고향옥 옮김","해와나무","2016","9788962681390","","7","","833.8","1","7","2018-03-26",
"12307","프랭크 아인슈타인과 반물질 모터","존 셰스카 글;브라이언 빅스 그림;김명남 옮김","해나무","2016","9788956057729","","7","1","843","1","0","2018-03-26",
"12308","보청기 낀 소년 티보","실비 드조르 글;말리크 드조르 그림;전광철 옮김","한울림스페셜","2017","9788993143515","","7","","379","1","1","2018-03-26",
"12309","꼬리가 없어!","이누즈카 노리히사 지음;오시마 히로코 그림;강방화 옮김","한림출판사","2017","9788970948973","","7","","499.2","1","1","2018-03-26",
"12310","플레이 볼","이현 지음;최민호 그림","한겨레출판","2017","9788984319851","","7","","813.8","1","7","2018-03-26",
"12311","조영래:사람을 사랑한 변호사","신지영 글;권용득 그림","한겨레아이들","2017","9791160401042","","7","","998.34","1","1","2018-03-26",
"12312","옛 그림 읽어 주는 아빠","장세현 지음","학고재","2016","9788956252766","","7","","653.11","1","1","2018-03-26",
"12313","과학이 해결해주지 않아","장성익 글;송하완 그림","풀빛미디어","2017","9788967340834","","7","","330","1","0","2018-03-26",
"12314","세종 대왕의 한글 연구소","이영란 글;강효숙 그림","풀과바람(영교출판)","2018","9788983896919","","7","","711","1","4","2018-03-26",
"12315","100년 동안 우리 마을은 어떻게 변했을까","엘렌 라세르 글;질 보노토 그림;이지원 옮김","풀과바람","2018","9788983897374","","7","","863","1","11","2018-03-26",
"12316","누가 전기를 훔쳐 갔지?","선자은 글;강혜숙 그림","푸른숲주니어","2017","9791156751526","","7","","539.9","1","6","2018-03-26",
"12317","녀석을 위한 백점 파티","백은하 글;김재희 그림","푸른숲주니어","2017","9791156751380","","7","","813.8","1","8","2018-03-26",
"12318","멧돼지가 쿵쿵, 호박이 둥둥","김애란 지음;박세영 그림","창비","2016","9788936451448","","7","","813.8","1","4","2018-03-26",
"12319","한밤의 박물관","이자벨 시믈레르 글·그림;배형은 옮김","찰리북","2017","9788994368658","","7","","069","1","10","2018-03-26",
"12320","참 잘 뽑은 반장","이은재 글;배한나 그림","주니어김영사","2018","9788934993759","","7","","813.8","1","9","2018-03-26",
"12321","똥구의 은따 탈출기","임정순 글;현숙희 그림","좋은꿈","2017","9791185903354","","7","","813.8","1","5","2018-03-26",
"12322","예술아, 어디에 있니?","심은록 글","재미마주","2016","9791185996516","","7","","653.26","1","3","2018-03-26",
"12323","팔랑팔랑","천유주 글·그림","이야기꽃","2015","9788998751111","","7","","813.8","1","4","2018-03-26",
"12324","비밀이야","박현주 지음","이야기꽃","2017","9788998751180","","7","","813.8","1","12","2018-03-26",
"12325","거짓말 손수건, 포포피포","디디에 레비 글;장 바티스트 부르주아 그림;김주경 옮김","이마주","2017","9791195718856","","7","","863","1","1","2018-03-26",
"12326","카카와 뭉이","오카 슈조 글;히로카와 사에코 그림;고향옥 옮김","웅진주니어","2017","9788901214535","","7","","833.8","1","15","2018-03-26",
"12327","몰리와 메이","대니 파커 지음;프레야 블랙우드 그림;공경희 옮김","웅진주니어","2017","9788901219561","","","","843","1","8","2018-03-26",
"12328","우리는 1학년 1반","현주 글·그림","웃는돌고래","2017","9788997715510","","7","","813.8","1","10","2018-03-26",
"12329","맹꽁이야, 이제 넌 어디서 살아?","녹색연합 글;윤봉선 그림","이후","2016","9788997715305","","7","","497.68","1","2","2018-03-26",
"12330","허둥지둥 뚱부인:중국 전래 동화","빙창 편집;허요우즈 그림;박미경 옮김","우리나비","2018","9791186843154","","7","","823.7","1","4","2018-03-26",
"12331","그해 여름의 복수","장주식 글;윤문영 그림","우리교육","2017","9788980408726","","7","","813.8","1","2","2018-03-26",
"12332","(Why?)첨단 소재","전재운 글;이두원 만화","예림당","2018","9788930219525","","7","83","408","1","8","2018-03-26",
"12333","(Why?)생존과학","조영선 글;이영호 만화","예림당","2017","9788930219631","","7","82","408","1","16","2018-03-26",
"12334","(Why?)사물 인터넷","김초록 글;이준희 만화","예림당","2017","9788930219686","","7","81","408","1","14","2018-03-26",
"12335","(Why?)기생충","전윤경 글;김기수 그림","예림당","2018","9788930219655","","7","84","408","1","14","2018-03-26",
"12336","첫종이접기:변신 편","삼성출판사 편집부 편]","삼성출판사","2018","9788915105652","","7","","634.9","1","33","2018-03-26",
"12337","꼬물꼬물 애벌레 코라","엠마 트렌터 글;배리 트렌터 그림;박종석 옮김","사파리","2017","9791160570663","","7","","495.9","1","5","2018-03-26",
"12338","지렁이빵","노석미 글·그림","사계절","2017","9791160940138","","7","","813.8","1","7","2018-03-26",
"12339","친구 사귀기 ","김영진 글·그림","길벗어린이","2018","9788955824476","","7","","813.8","1","29","2018-03-26",
"12340","누구 얼굴?","김정희 글;김유대 그림","사계절","2018","9788958281320","","7","","375.1","1","19","2018-03-26",
"12341","빗방울이 후두둑","전미화 글·그림","사계절","2018","9788958289920","","0","","813.8","1","2","2018-03-26",
"12342","봉지공주와 봉투왕자","이영경 글·그림","사계절","2018","9791160943368","","7","","813.8","1","10","2018-03-26",
"12343","할머니와 하얀 집","이윤우 지음","비룡소","2017","9788949101910","","7","","813.8","1","7","2018-03-26",
"12344","하나 둘 셋 공룡","마이크 브라운로우 글;사이먼 리커티 그림;노은정 옮김","비룡소","2018","9788949105024","","7","","375.1","1","30","2018-03-26",
"12345","쉬잇! 다 생각이 있다고","크리스 호튼 글·그림;노은정 옮김","비룡소","2017","9788949112688","","7","","843","1","6","2018-03-26",
"12346","무슨 떡을 만들지?","김혜균 글·그림","북큐레이터출판협동조합","2015","9791186678244","","7","","380.911","1","2","2018-03-26",
"12347","쩌저적:이서우 그림책","이서우 글·그림","북극곰","2018","9791186797921","","7","","813.8","1","2","2018-03-26",
"12348","우리 아빠는 외계인","남강한 글·그림","북극곰","2017","9791186797006","","7","","813.8","1","7","2018-03-26",
"12349","늑대가 나타났다","마티외 라브와 글·그림;이순영 옮김","북극곰","2018","9791186797969","","7","","863","1","5","2018-03-26",
"12350","위층은 밤마다 시끄러워!","맥 바넷 글;브라이언 빅스 그림;마술연필 옮김","보물창고","2018","9788961706452","","7","","843","1","1","2018-03-26",
"12351","터널의 날들","이미나 지음","보림출판사","2016","9788943310325","","7","","813.8","1","8","2018-03-26",
"12352","또 누구게?","최정선 글;이혜리 그림","보림출판사","2017","9788943311179","","7","11","375.1","1","11","2018-03-26",
"12353","며느라기","수신지 글·그림","귤프레스","2018","9791196287801","","0","","818","1","9","2018-03-26",
"12354","이번만 나를 강하게 하사","이찬수 지음","규장","2018","9788960975255","","0","","234.8","1","5","2018-03-26",
"12355","세상을 바꾼 위대한 오답:수학짜 수냐의 오답으로 읽는 거꾸로 수학사","김용관 지음","궁리","2017","9788958204695","","0","","410.9","1","3","2018-03-26",
"12356","불량엄마의 생물학적 잔소리","송경화 지음;홍영진 그림","궁리","2016","9788958203759","","0","1","408","1","5","2018-03-26",
"12357","불량엄마의 별난 지구여행","송경화 지음;홍영진 그림","궁리","2017","9788958204435","","0","2","408","1","3","2018-03-26",
"12358","나는 토토입니다:어느 작은 고양이의 빛나는 이야기","심흥아 만화","고래가그랬어","2017","9788996265368","","0","","813.6","1","8","2018-03-26",
"12359","국어시간에 케이팝읽기","공규택 지음","휴머니스트","2015","9788958629771","","0","","374.71","1","3","2018-03-26",
"12360","늦어서 고마워:가속의 시대에 적응하기 위한 낙관주의자의 안내서","토머스 프리드먼 지음;장경덕 옮김","21세기북스","2017","9788950971083","","0","","331.54","1","2","2018-03-26",
"12361","너에게 들키고 싶은 혼잣말","김선아 글·그림","RHK(알에이치코리아)","2017","9788925561141","","0","","818","1","7","2018-03-26",
"12362","꼬마 오스카, 종달새를 만나다","제프 워링 글·그림;이제희 옮김","다산글방","2018","9791160780581","","7","4","408","1","4","2018-03-26",
"12363","곧 이 방으로 사자가 들어올 거야","아드리앵 파를랑주 글·그림;박선주 옮김","정글짐북스","2015","9791185082288","","7","","863","1","5","2018-03-26",
"12364","호랑이와 효자","백성민 그림;김장성 글","이야기꽃","2015","9788998751128","","7","","813.5","1","3","2018-03-26",
"12365","(에릭 칼과 친구들의)친애하는 동물들","에릭 칼 외 지음;조은수 옮김","웅진주니어","2017","9788901216034","","7","","490","1","1","2018-03-26",
"12366","도토리 마을의 목공소","나카야 미와 글·그림;김난주 옮김","웅진씽크빅","2018","9788901220420","","7","3","833.8","1","15","2018-03-26",
"12367","할머니 엄마","이지은 글·그림","웅진주니어","2017","9788901213101","","7","","813.8","1","11","2018-03-26",
"12368","나는 아빠가","안단테 글;조원희 그림","우주나무","2017","9791195752140","","7","","813.8","1","5","2018-03-26",
"12369","(와이즈만)유아 과학사전","김은경 외 글;고성은 그림","와이즈만BOOKS","2017","9791187513261","","7","","403","1","9","2018-03-26",
"12370","(The Usborne 엄청나게 큰)우리 몸 백과","미나 레이시 지음;피터 앨런 그림;[어스본코리아 편집부 옮김]","어스본코리아","2017","9791186872895","","7","","510","1","13","2018-03-26",
"12371","들여다보는 우리 몸:X-RAY 필름북","애플비북스 [편]","애플비","2017","9788967815691","","7","","511","1","6","2018-03-26",
"12372","산책","이정호 지음","상출판사","2017","9788991126459","","7","","813.8","1","6","2018-03-26",
"12373","(보들보들 쫀득쫀득)밀가루를 조심해","박은호 글;윤지회 그림","미래엔","2017","9788937819797","","7","","574","1","8","2018-03-26",
"12374","달그락 마을의 군밤 소동","강수인 지음","아스터로이드북(ASTEROIDBOOK)","2018","9791196280208","","7","","813.8","1","6","2018-03-26",
"12375","선생님, 기억하세요?","데보라 홉킨슨 글;낸시 카펜터 그림;길상효 옮김","씨드북(주)","2017","9791160511109","","7","","843","1","5","2018-03-26",
"12376","오늘처럼 비 오는 날","김순이 글;황정하 그림","시공사","2015","9788952781529","","7","","813.8","1","7","2018-03-26",
"12377","모자를 보았어","존 클라센 그림·글;서남희 옮김","시공주니어","2017","9788952782328","","7","248","808.3","1","7","2018-03-26",
"12378","내가 데려다 줄게","송수혜 글·그림","시공주니어","2017","9788952785596","","7","","813.8","1","3","2018-03-26",
"12379","엄마 반성문","이유남 지음","알피스페이스","2017","9791185716541","","0","","818","1","27","2018-03-26",
"12380","음식해부도감","줄리아 로스먼 글·그림;김선아 옮김","더숲","2017","9791186900369","","0","","594","1","8","2018-03-26",
"12381","농장해부도감","줄리아 로스먼 글·그림;이경아 옮김","더숲","2016","9791186900185","","0","","520.25","1","3","2018-03-26",
"12382","시의 숲에서 길을 찾다","서정홍 엮음","단비","2017","9791185099859","","0","","811.6","1","1","2018-03-26",
"12383","세상을 바꾼 이슬람","이희수 지음","다른","2015","9791156330394","","4","","918","1","7","2018-03-26",
"12384","세상을 바꾼 건축","서윤영 지음","다른","2016","9791156331001","","4","","540","1","3","2018-03-26",
"12385","(세상을 바꿀)미래 과학 설명서","신나는 과학을 만드는 사람들 지음","다른","2017","9791156331674","9791156331681","4","3","500","1","4","2018-03-26",
"12386","(세상을 바꿀)미래 과학 설명서","이세연;유화수;유가연 [공]지음","다른","2017","9791156331667","9791156331681","4","2","500","1","3","2018-03-26",
"12387","(세상을 바꿀)미래 과학 설명서","안종제;심선희;정지수 [공]지음","다른","2017","9791156331650","9791156331681","4","1","500","1","4","2018-03-26",
"12388","(30장면으로 끝내는)스크린 영어회화:코코","라이언 강 해설","길벗 이지:톡","2018","9791159241420","","0","","747.5","2","16","2018-03-26",
"12389","이제, 돈 되는 경매다","이현정 지음","길벗","2017","9791160502985","","1","","367.564","1","7","2018-03-26",
"12390","거의 완벽에 가까운 사람들:거의 미친 듯이 웃긴 북유럽 탐방기","마이클 부스 지음;김경영 옮김","글항아리","2018","9788967354893","","0","","923","1","2","2018-03-26",
"12391","범죄심리학:범죄자의 마음을 들여다보는 책","박지선 지음","그린","2015","9788957272367","","9","","364.45","1","5","2018-03-26",
"12392","여기 울릉도, 오징어","류재만 지음","그늘빛","2017","9791196077112","","0","","811.6","1","1","2018-03-26",
"12393","노랑나비랑 나랑","백지혜 그림;최정선 엮음","보림","2017","9788943311186","","7","","813.8","1","5","2018-03-26",
"12394","두 빛깔이 만났어요","이재희 지음","보림출판사","2018","9788943310387","","7","","375.1","1","6","2018-03-26",
"12395","곰과 나비","마거릿 와이즈 브라운 시;마리예 톨만 그림;이상희 옮김","보림","2017","9788943310622","","7","","841","1","6","2018-03-26",
"12396","(80일간의)퀴즈 여행","알렉산드라 아르티모프스카 지음","보림","2018","9788943311230","","7","","691","1","9","2018-03-26",
"12397","이 세상의 황금 고리","박영신 글·그림","보리","2016","9788984288669","","7","","813.8","1","7","2018-03-26",
"12398","부리 부리 무슨 부리","윤구병 글;이우만;천지현 [공]세밀화;정지윤 그림","보리","2016","9788984289444","","7","1","375.1","1","6","2018-03-26",
"12399","내가 안아 줄게","배현주 지음","베틀북","2016","9788984888661","","7","4","375.1","1","27","2018-03-26",
"12400","아트를 봤나요?","존 셰스카 지음;레인 스미스 그림;엄혜숙 옮김","밝은미래","2017","9788965462743","","7","","600","1","1","2018-03-26",
"12401","그냥 놀았어","홍하나 글·그림","바람의아이들","2017","9791162100059","","7","","813.8","1","3","2018-03-26",
"12402","까르르 깔깔:오감이 자라는 동시집","이상교 지음;길고은이 그림","미세기","2015","9788980713752","","7","","811.8","1","24","2018-03-26",
"12403","뭐? 나랑 너랑 닮았다고!?","고미 타로 글·그림;김수희 옮김","미래M&B","2016","9788983947864","","7","","833.8","1","0","2018-03-26",
"12404","모두를 위한 케이크","다비드 칼리 지음;정화진 옮김;마리아 덱 그림","미디어창비","2018","9791186621707","","7","","843","1","3","2018-03-26",
"12405","여우비빔밥","김주현 글;이갑규 그림","마루벌","2018","9788956635736","","7","","813.8","1","11","2018-03-26",
"12406","단춧구멍","서미원 글·그림","리틀씨앤톡","2018","9788960984929","","7","","813.8","1","9","2018-03-26",
"12407","어떤 가구가 필요하세요?","이수연 지음","리젬","2015","9791185298672","","7","","813.8","1","2","2018-03-26",
"12408","또 누굴까?","김주경 글·그림","도토리숲","2018","9791185934334","","7","","813.8","1","8","2018-03-26",
"12409","쏘옥 입어 볼래?","장순녀 글·그림","키다리","2018","9791157851843","","7","4","375.1","1","17","2018-03-26",
"12410","손뼉을 짝짝짝","이성아 글·그림","키다리","2017","9791157851829","","7","2","375.1","1","20","2018-03-26",
"12411","꾹꾹 누르면","이은선 글·그림","키다리","2018","9791157851812","","7","1","375.1","1","11","2018-03-26",
"12412","백 번째 양 두두","박준희 글;한담희 그림","책고래","2017","9791187439431","","7","","813.8","1","2","2018-03-26",
"12413","꼬마 오스카, 달팽이를 만나다","제프 워링 글·그림;김주희 옮김","다산글방","2017","9791160780383","","7","3","408","1","4","2018-03-26",
"12414","꼬마 오스카, 나방을 만나다","제프 워링 글·그림;이제희 옮김","다산글방","2018","9791160780598","","7","2","408","1","4","2018-03-26",
"12415","꼬마 오스카, 개구리를 만나다","제프 워링 글·그림;김주희 옮김","다산글방","2017","9791160780147","","7","1","408","1","3","2018-03-26",
"12416","한글을 만든 빛나는 임금 세종대왕","노지영 지음;문종훈 그림","다락원","2018","9788927746799","","7","5","991.1","1","9","2018-03-26",
"12417","진짜 대장 이순신","안선모 지음;혜경 그림","다락원","2017","9788927746614","","7","4","991.1","1","14","2018-03-26",
"12418","오직 백성뿐인 정약용","김세실 지음;지효진 그림","다락원","2017","9788927746607","","7","3","991.1","1","8","2018-03-26",
"12419","왕할아버지 오신 날","이영미 글;오승민 그림","느림보","2016","9788958762072","","7","","813.8","1","3","2018-03-26",
"12420","빵빵! 무슨 일이야?","오무라 토모코 글·그림;고향옥 옮김","길벗어린이","2017","9788955823516","","7","","833.8","1","12","2018-03-26",
"12421","늑대 할머니","에드 영 글·그림;여을환 옮김","길벗어린이","2017","9788955823462","","7","","388.312","1","4","2018-03-26",
"12422","내 이불은 바다야","미로코 마치코 글·그림;이기웅 옮김","길벗어린이","2016","9788955823363","","7","","833.8","1","4","2018-03-26",
"12423","어느 조용한 일요일","이선미 글·그림","글로연","2017","9788992704533","","7","","813.8","1","2","2018-03-26",
"12424","아무도 지나가지 마!","이자벨 미뇨스 마르틴스 글;베르나르두 카르발류 그림;민찬기 번역·내용공작","그림책공작소","2017","9791186825037","","7","","879","1","1","2018-03-26",
"12425","소중한 하루","윤태규 지음","그림책공작소","2017","9791186825099","","7","","813.8","1","8","2018-03-26",
"12426","한밤의 왕국","막스 뒤코스 글·그림;류재화 옮김","국민서관","2017","9788911125913","","7","","863","1","3","2018-03-26",
"12427","케이크를 먹고 말 테야!","사이먼 필립 글;루시어 가지오티 그림;서남희 옮김","국민서관","2018","9788911126040","","7","","843","1","3","2018-03-26",
"12428","나를 찾아 줘!","오라 파커 글·그림;김선영 옮김","푸른숲주니어","2017","9791156751564","","7","","843","1","3","2018-03-26",
"12429","윔피키드","제프 키니 지음;지혜연 옮김","미래엔","2017","9791162331101","9788937837807","7","12","843","1","17","2018-03-26",
"12430","윔피키드","제프 키니 글·그림;김선희 옮김","미래엔","2018","9788937847004","9788937837807","7","11","843","1","13","2018-03-26",
"12431","한강을 따라가요:어린이가 처음 만나는 지리 그림책","박승규 글;김찬우 그림","토토북","2016","9788964962800","","7","","981.1","1","2","2018-03-26",
"12432","내가 학교를 만든다면?","김서윤 글;국형원 그림","토토북","2017","9788964963401","","7","","372","1","2","2018-03-26",
"12433","요정 여왕의 골칫거리","프랜시스 호지슨 버넷 글;장정윤 그림;천미나 옮김","키다리","2017","9791157850600","","7","1","843","1","0","2018-03-26",
"12434","우리가 박물관을 바꿨어요!","배성호 글;홍수진 그림","초록개구리","2017","9791157820344","","7","1","331","1","3","2018-03-26",
"12435","안전 지도로 우리 동네를 바꿨어요!","배성호 글;이유진 그림","초록개구리","2017","9791157820597","","7","2","331","1","0","2018-03-26",
"12436","(김성현이 들려주는)참 쉬운 새 이야기","김성현 글·사진","철수와영희","2017","9791188215041","","7","","498","1","1","2018-03-26",
"12437","(진짜 일 학년)책가방을 지켜라!","신순재 글;안은진 그림","천개의바람","2017","9791187287254","","7","","813.8","1","8","2018-03-26",
"12438","(나의 첫 반려동물)비밀 물고기","김성은 글;조윤주 그림","천개의바람","2018","9791187287704","","7","","813.8","1","15","2018-03-26",
"12439","(기록하는 사진작가 도로시아 랭)진실을 보는 눈","바브 로젠스톡 글;제라드 뒤부아 그림;김배경 옮김","책속물고기","2017","9791186670668","","7","","998.66","1","4","2018-03-26",
"12440","안녕 크렌쇼","캐서린 애플게이트 글;천미나 옮김","책과콩나무","2016","9791186490174","","7","","843","1","3","2018-03-26",
"12441","자물쇠가 철컥 열리는 순간","조재도 지음","창비교육","2016","9791186367131","","4","","811.6","1","1","2018-03-26",
"12442","철의 시대:철과 함께한 인류의 역사","강창훈 지음","창비","2015","9788936452179","","4","","530.42","1","3","2018-03-26",
"12443","아홉 살 함께 사전","박성우 글;김효은 그림","창비","2018","9788936447212","","7","2","181.7","1","13","2018-03-26",
"12444","아홉 살 마음 사전","박성우 글;김효은 그림","창비","2017","9788936447014","","7","","181.7","1","34","2018-03-26",
"12445","별빛유랑단의 반짝반짝 별자리 캠핑","별빛유랑단 글;나수은 그림","창비","2017","9788936447144","","7","","443.89","1","2","2018-03-26",
"12446","(영어교육학 박사가 쓴)영단어 더 쉽게","이상교 지음","더쉽게","2013","9788969300027","","","","744","1","4","2018-02-14",
"12447","작은 아이 더 작은 아이","유진희 외","KB국민은행","2017","9772005804006","","","","813.8","1","0","2018-02-14",
"12448","변희재의 청춘투쟁","변희재 지음","도전과미래","2014","9791195315819","","0","","818","1","9","2018-02-14",
"12449","이루다 :꿈을 이루다 ","피치마켓 지음;이재영 그림","피치마켓","2017","9791196110673","","4","","685.099","1","0","2018-02-14",
"12450","시공 분리가 초래한 인류 역사의 잘못된 흐름 ","한가람 지음","렛츠book(렛츠북)","2017","9791160541021","","0","","139","1","1","2018-02-14",
"12451","피치의 분홍공책:좌충우돌 피치의 취업스토리","피치마켓 글·그림","","2017","9791196110680","","1","","325.33","1","0","2018-02-14",
"12452","(영어교육학 박사가 쓴)영단어 더 쉽게","이상교 지음","더 쉽게","2013","9788969300003","","5","","744","1","0","2018-02-14",
"12453","모리의 애벌레잡이 기계 ","쥬느비에브 꼬떼 글·그림;최용은 옮김","키즈엠","2016","9788967497231","","7","","843","1","2","2018-01-31",
"12454","훌륭한 이웃 ","엘렌 라세르 글 ;질 보노토 그림 ;엄혜숙 옮김","풀과바람","2016","9788983896780","","7","","863","1","9","2018-01-31",
"12455","타샤의 식탁","타샤 튜더 글·그림;공경희 옮김","윌북","2017","9788991141339","","0","","594.54","1","6","2018-01-20",
"12456","세상에서 제일 큰 상자 ","카르멘 코랄레스 지음 ;유 아가다 옮김","지양어린이","2017","9788983090485","","7","","873","1","1","2018-01-20",
"12457","가만히 혼자 웃고 싶은 오후","장석주 지음","달","2017","9791158160579","","0","","814.6","1","7","2018-01-20",
"12458","가덕도 탕수구미 시거리 상향","박형권 지음","모악","2017","9791195749898","","0","","811.6","1","3","2018-01-20",
"12459","(동시에 담은)바닷속 이야기","김종상 동시;김승연 그림","파란정원","2017","9791158681166","","7","","811.8","1","0","2018-01-20",
"12460","(비울수록 사람을 더 채우는) 말그릇 ","김윤나 지음","카시오페아","2017","9791185952987","","0","","189.2","1","36","2018-01-20",
"12461","와르르 봄이 쏟아졌다","신미경 지음;신용운 [외]그림","소야","2017","9788994706382","","7","","811.8","1","0","2018-01-17",
"12462","온다는 것","김영삼 지음","달아실출판사","2017","9791196023140","","0","","811.6","1","2","2018-01-17",
"12463","온","안미옥 지음","창비","2017","9788936424084","","0","","811.6","1","3","2018-01-17",
"12464","오직 땅고만을 추었다","오디세우스 다다 지음","난다","2017","9791196003036","","0","","814.6","1","5","2018-01-17",
"12465","뢴트겐행 열차","황수아 지음","문학수첩","2017","9788983926630","","0","","811.6","1","5","2018-01-17",
"12466","두 번 사는 사람들","황현진 지음","문학동네","2017","9788954644280","","0","","813.6","1","3","2018-01-17",
"12467","어떤 복서 ","이병금 지음","북허그(Bookhug)","2017","9791195766109","","0","","811.6","1","3","2018-01-17",
"12468","동네에서 제일 싼 프랑스","서정학 지음","문학과지성사","2017","9788932030081","","0","","811.6","1","3","2018-01-17",
"12469","다시 그 자리","김경 지음","문학나무","2017","9791156290506","","0","","813.6","1","4","2018-01-17",
"12470","내가 훔친 기적","강지혜 지음","민음사","2017","9788937408533","","0","","811.6","1","4","2018-01-17",
"12471","내 맘처럼","최종득 글;지연준 그림","열린어린이","2017","9791156760801","","7","","811.8","1","3","2018-01-17",
"12472","나비야, 나야","오늘 지음","천년의시작","2017","9788960213173","","0","","811.6","1","4","2018-01-17",
"12473","꼭","우자효 지음","황금알","2017","9791186547670","","0","","811.6","1","3","2018-01-17",
"12474","까짓것","이정록 지음","창비교육","2017","9791186367582","","4","","811.6","1","9","2018-01-17",
"12475","기울어","이탁근 글·그림","한림출판사","2017","9788970949697","","7","","813.8","1","8","2018-01-17",
"12476","그 숲에서 당신을 만날까","신영배 지음","문학과지성사","2017","9788932030029","","0","","811.6","1","4","2018-01-17",
"12477","군함도","장성자 글;허구 그림","바우솔","2017","9788983897015","","7","","813.8","1","5","2018-01-17",
"12478","강을 보는 일:제만자 시조집:심미적 감성의 확장성","제만자 지음","동학사","2017","9788971905944","","0","","811.36","1","3","2018-01-17",
"12479","오늘도, 나는 꿈을 꾼다","최명숙 지음","푸른사상","2017","9791130810850","","0","","814.6","1","7","2018-01-17",
"12480","혼자서 완전하게:더도 덜도 없는 딱 1인분의 삶","이숙명 지음","북라이프","2017","9791185459790","","0","","818","1","11","2018-01-17",
"12481","현관문은 블랙홀이다","남상진 지음","애지","2017","9791157282364","","0","","811.6","1","2","2018-01-17",
"12482","행복한 삶, 지혜로운 삶","전상준 지음","소소담담","2017","9791195745098","","0","","814.6","1","7","2018-01-17",
"12483","할망네 우영팟듸 자파리:제주어 선생이 들려주는 제주어 동시집","김정희 글;백금아 삽화","한그루","2017","9788994474465","","7","","811.8","1","0","2018-01-17",
"12484","한 포물선이 다른 포물선에게","박정애 지음","사계절","2017","9791160940626","","0","","813.6","1","3","2018-01-17",
"12485","한 뼘쯤 덮고 있었다","김종호 지음","한국문연","2017","9788961041850","","0","","811.6","1","2","2018-01-17",
"12486","파도의 새로운 양상","김미령 지음","민음사","2017","9788937408519","","0","","811.6","1","3","2018-01-17",
"12487","트라우마와 문학, 그 침묵의 소리들","왕은철 지음","현대문학","2017","9788972758181","","0","","809","1","1","2018-01-17",
"12488","튤립이 보내온 것들","강인한 지음","시와시학","2017","9791187451129","","0","","811.6","1","2","2018-01-17",
"12489","통증을 켜다","손병걸 지음","삶창","2017","9788966550777","","0","","811.6","1","5","2018-01-17",
"12490","코딩","하재일 지음","천년의시작","2017","9788960213180","","0","","811.6","1","3","2018-01-17",
"12491","창세","김학중 지음","문학동네","2017","9788954645225","","0","","811.6","1","2","2018-01-17",
"12492","차마고도를 넘어","유재숙 지음","비룡소","2017","9788949101873","","7","","813.8","1","2","2018-01-17",
"12493","지중해의 여름","한복용 지음","북인","2017","9791187413141","","0","","814.6","1","3","2018-01-17",
"12494","지구만큼 슬펐다고 한다","신철규 지음","문학동네","2017","9788954645621","","0","","811.6","1","4","2018-01-17",
"12495","쥐눈이콩은 기죽지 않아","이준관 글;김정은 그림","문학동네어린이","2017","9788954644266","","7","","811.8","1","5","2018-01-17",
"12496","주남지의 새들","배한봉 지음","천년의시작","2017","9788960213227","","0","","811.6","1","4","2018-01-17",
"12497","젖은 눈의 프리즘","민경란 지음","現代詩學","2017","9791186557372","","0","","811.6","1","3","2018-01-17",
"12498","이 세상에서 가장 슬픈 노래를 알고 있다:나호열 시집","나호열 지음","문학의전당","2017","9791158963309","","0","","811.6","1","3","2018-01-17",
